Cities of France	Postal code
Saint-Nicolas-aux-Bois 	2410
Saint-Paul-aux-Bois 	2300
Saint-Pierre-Aigle 	2600
Saint-Pierre-lès-Franqueville 	2140
Saint-Pierremont 	2250
Saint-Quentin 	2100
Saint-Rémy-Blanzy 	2210
Saint-Simon 	2640
Saint-Thibaut 	2220
Saint-Thomas 	2820
Sainte-Croix 	2820
Sainte-Geneviève 	2340
Sainte-Preuve 	2350
Samoussy 	2840
Sancy-les-Cheminots 	2880
Saponay 	2130
Saulchery 	2310
Savy 	2590
Seboncourt 	2110
Selens 	2300
Septmonts 	2200
Septvaux 	2410
Sequehart 	2420
Serain 	2110
Seraucourt-le-Grand 	2790
Serches 	2220
Sergy 	2130
Seringes-et-Nesles 	2130
Sermoise 	2220
Servais 	2700
Serval 	2160
Séry-lès-Mézières 	2240
Silly-la-Poterie 	2460
Sinceny 	2300
Sissonne 	2150
Sissy 	2240
Soissons 	2200
Soize 	2340
Sommelans 	2470
Sommeron 	2260
Sommette-Eaucourt 	2480
Sons-et-Ronchères 	2270
Sorbais 	2580
Soucy 	2600
Soupir 	2160
Surfontaine 	2240
Suzy 	2320
Taillefontaine 	2600
Tannières 	2220
Tartiers 	2290
Tavaux-et-Pontséricourt 	2250
Tergnier 	2700
Terny-Sorny 	2880
Thenailles 	2140
Thenelles 	2390
Thiernu 	2250
Torcy-en-Valois 	2810
Toulis-et-Attencourt 	2250
Travecy 	2800
Trefcon 	2490
Trélou-sur-Marne 	2850
Troësnes 	2460
Trosly-Loire 	2300
Trucy 	2860
Tugny-et-Pont 	2640
Tupigny 	2120
Ugny-le-Gay 	2300
Urcel 	2000
Urvillers 	2690
Vadencourt 	2120
Vailly-sur-Aisne 	2370
Variscourt 	2190
Vassens 	2290
Vasseny 	2220
Vassogne 	2160
Vaucelles-et-Beffecourt 	2000
Vaudesson 	2320
Vaux-Andigny 	2110
Vaux-en-Vermandois 	2590
Vauxaillon 	2320
Vauxbuin 	2200
Vauxcéré 	2160
Vauxrezis 	2200
Vauxtin 	2220
Vendelles 	2490
Vendeuil 	2800
Vendhuile 	2420
Vendières 	2540
Vendresse-Beaulne 	2160
Vénérolles 	2510
Venizel 	2200
Verdilly 	2400
Vermand 	2490
Verneuil-sous-Coucy 	2380
Verneuil-sur-Serre 	2000
Versigny 	2800
Vervins 	2140
Vesles-et-Caumont 	2350
Veslud 	2840
Veuilly-la-Poterie 	2810
Vézaponin 	2290
Vézilly 	2130
Vic-sur-Aisne 	2290
Vichel-Nanteuil 	2210
Viel-Arcy 	2160
Viels-Maisons 	2540
Vierzy 	2210
Viffort 	2540
Vigneux-Hocquet 	2340
Ville-Savoye 	2220
Villemontoire 	2210
Villeneuve-Saint-Germain 	2200
Villeneuve-sur-Fère 	2130
Villequier-Aumont 	2300
Villeret 	2420
Villers-Agron-Aiguizy 	2130
Villers-Cotterêts 	2600
Villers-en-Prayères 	2160
Villers-Hélon 	2600
Villers-le-Sec 	2240
Villers-lès-Guise 	2120
Villers-Saint-Christophe 	2590
Villers-sur-Fère 	2130
Villiers-Saint-Denis 	2310
Vincy-Reuil-et-Magny 	2340
Viry-Noureuil 	2300
Vivaise 	2870
Vivières 	2600
Voharies 	2140
Vorges 	2860
Voulpaix 	2140
Voyenne 	2250
Vregny 	2880
Vuillery 	2880
Wassigny 	2630
Watigny 	2830
Wiège-Faty 	2120
Wimy 	2500
Wissignicourt 	2320
Œuilly 	2160
Oise	5727
Abancourt 	60220
Abbecourt 	60430
Abbeville-Saint-Lucien 	60480
Achy 	60690
Acy-en-Multien 	60620
Agnetz 	60600
Airion 	60600
Allonne 	60000
Amblainville 	60110
Amy 	60310
Andeville 	60570
Angicourt 	60940
Angivillers 	60130
Angy 	60250
Ansacq 	60250
Ansauvillers 	60120
Anserville 	60540
Antheuil-Portes 	60162
Antilly 	60620
Appilly 	60400
Apremont 	60300
Armancourt 	60880
Arsy 	60190
Attichy 	60350
Auchy-la-Montagne 	60360
Auger-Saint-Vincent 	60800
Aumont-en-Halatte 	60300
Auneuil 	60390
Auteuil 	60390
Autheuil-en-Valois 	60890
Autrêches 	60350
Aux Marais 	60000
Avilly-Saint-Léonard 	60300
Avrechy 	60130
Avricourt 	60310
Avrigny 	60190
Babœuf 	60400
Bachivillers 	60240
Bacouël 	60120
Bailleul-le-Soc 	60190
Bailleul-sur-Thérain 	60930
Bailleval 	60140
Bailly 	60170
Balagny-sur-Thérain 	60250
Barbery 	60810
Bargny 	60620
Baron 	60300
Baugy 	60113
Bazancourt 	60380
Bazicourt 	60700
Beaudéduit 	60210
Beaugies-sous-Bois 	60640
Beaulieu-les-Fontaines 	60310
Beaumont-les-Nonains 	60390
Beaurains-lès-Noyon 	60400
Beaurepaire 	60700
Beauvais 	60000
Beauvoir 	60120
Béhéricourt 	60400
Belle-Eglise 	60540
Belloy 	60490
Berlancourt 	60640
Berneuil-en-Bray 	60390
Berneuil-sur-Aisne 	60350
Berthecourt 	60370
Béthancourt-en-Valois 	60129
Béthisy-Saint-Martin 	60320
Béthisy-Saint-Pierre 	60320
Betz 	60620
Bienville 	60280
Biermont 	60490
Bitry 	60350
Blacourt 	60650
Blaincourt-lès-Précy 	60460
Blancfossé 	60120
Blargies 	60220
Blicourt 	60860
Blincourt 	60190
Boissy-Fresnoy 	60440
Boissy-le-Bois 	60240
Bonlier 	60510
Bonneuil-en-Valois 	60123
Bonneuil-les-Eaux 	60120
Bonnières 	60112
Bonvillers 	60120
Boran-sur-Oise 	60820
Borest 	60300
Bornel 	60540
Boubiers 	60240
Bouconvillers 	60240
Bouillancy 	60620
Boullarre 	60620
Boulogne-la-Grasse 	60490
Boursonne 	60141
Boury-en-Vexin 	60240
Boutavent 	60220
Boutencourt 	60590
Bouvresse 	60220
Braisnes 	60113
Brasseuse 	60810
Brégy 	60440
Brenouille 	60870
Bresles 	60510
Breteuil 	60120
Brétigny 	60400
Breuil-le-Sec 	60840
Breuil-le-Vert 	60600
Briot 	60210
Brombos 	60210
Broquiers 	60220
Broyes 	60120
Brunvillers-la-Motte 	60130
Bucamps 	60480
Buicourt 	60380
Bulles 	60130
Bury 	60250
Bussy 	60400
Caisnes 	60400
Cambronne-lès-Clermont 	60290
Cambronne-lès-Ribécourt 	60170
Campagne 	60640
Campeaux 	60220
Campremy 	60480
Candor 	60310
Canly 	60680
Cannectancourt 	60310
Canny-sur-Matz 	60310
Canny-sur-Thérain 	60220
Carlepont 	60170
Catenoy 	60840
Catheux 	60360
Catigny 	60640
Catillon-Fumechon 	60130
Cauffry 	60290
Cauvigny 	60730
Cempuis 	60210
Cernoy 	60190
Chamant 	60300
Chambly 	60230
Chambors 	60240
Chantilly 	60500
Chaumont-en-Vexin 	60240
Chavençon 	60240
Chelles 	60350
Chepoix 	60120
Chevincourt 	60150
Chèvreville 	60440
Chevrières 	60710
Chiry-Ourscamp 	60138
Choisy-au-Bac 	60750
Choisy-la-Victoire 	60190
Choqueuse-les-Bénards 	60360
Cinqueux 	60940
Cires-lès-Mello 	60660
Clairoix 	60280
Clermont 	60600
Coivrel 	60420
Compiègne 	60200
Conchy-les-Pots 	60490
Conteville 	60360
Corbeil-Cerf 	60110
Cormeilles 	60120
Coudun 	60150
Couloisy 	60350
Courcelles-Epayelles 	60420
Courcelles-lès-Gisors 	60240
Courteuil 	60300
Courtieux 	60350
Coye-la-Forêt 	60580
Cramoisy 	60660
Crapeaumesnil 	60310
Creil 	60100
Crépy-en-Valois 	60800
Cressonsacq 	60190
Crèvecœur-le-Grand 	60360
Crèvecœur-le-Petit 	60420
Crillon 	60112
Crisolles 	60400
Croissy-sur-Celle 	60120
Croutoy 	60350
Crouy-en-Thelle 	60530
Cuignières 	60130
Cuigy-en-Bray 	60850
Cuise-la-Motte 	60350
Cuts 	60400
Cuvergnon 	60620
Cuvilly 	60490
Cuy 	60310
Daméraucourt 	60210
Dargies 	60210
Delincourt 	60240
Dieudonné 	60530
Dives 	60310
Doméliers 	60360
Domfront 	60420
Dompierre 	60420
Duvy 	60800
Ecuvilly 	60310
Elencourt 	60210
Elincourt-Sainte-Marguerite 	60157
Eméville 	60123
Enencourt-le-Sec 	60240
Enencourt-Léage 	60590
Epineuse 	60190
Eragny-sur-Epte 	60590
Ercuis 	60530
Ermenonville 	60950
Ernemont-Boutavent 	60380
Erquery 	60600
Erquinvillers 	60130
Escames 	60380
Esches 	60110
Escles-Saint-Pierre 	60220
Espaubourg 	60650
Esquennoy 	60120
Essuiles 	60510
Estrées-Saint-Denis 	60190
Etavigny 	60620
Etouy 	60600
Eve 	60330
Evricourt 	60310
Fay-les-Etangs 	60240
Feigneux 	60800
Ferrières 	60420
Feuquières 	60960
Fitz-James 	60600
Flavacourt 	60590
Flavy-le-Meldeux 	60640
Fléchy 	60120
Fleurines 	60700
Fleury 	60240
Fontaine-Bonneleau 	60360
Fontaine-Chaalis 	60300
Fontaine-Lavaganne 	60690
Fontaine-Saint-Lucien 	60480
Fontenay-Torcy 	60380
Formerie 	60220
Fosseuse 	60540
Fouilleuse 	60190
Fouilloy 	60220
Foulangues 	60250
Fouquenies 	60000
Fouquerolles 	60510
Fournival 	60130
Francastel 	60480
Francières 	60190
Fréniches 	60640
Fresne-Léguillon 	60240
Fresneaux-Montchevreuil 	60240
Fresnières 	60310
Fresnoy-en-Thelle 	60530
Fresnoy-la-Rivière 	60127
Fresnoy-le-Luat 	60800
Frétoy-le-Château 	60640
Frocourt 	60000
Froissy 	60480
Gannes 	60120
Gaudechart 	60210
Genvry 	60400
Gerberoy 	60380
Gilocourt 	60129
Giraumont 	60150
Glaignes 	60129
Glatigny 	60650
Godenvillers 	60420
Goincourt 	60000
Golancourt 	60640
Gondreville 	60117
Gourchelles 	60220
Gournay-sur-Aronde 	60190
Gouvieux 	60270
Gouy-les-Groseillers 	60120
Grandfresnoy 	60680
Grandrû 	60400
Grandvillers-aux-Bois 	60190
Grandvilliers 	60210
Grémévillers 	60380
Grez 	60210
Guignecourt 	60480
Guiscard 	60640
Gury 	60310
Hadancourt-le-Haut-Clocher 	60240
Hainvillers 	60490
Halloy 	60210
Hannaches 	60650
Hanvoile 	60650
Hardivillers 	60120
Hardivillers-en-Vexin 	60240
Haucourt 	60112
Haudivillers 	60510
Hautbos 	60210
Haute-Epine 	60690
Hautefontaine 	60350
Hécourt 	60380
Heilles 	60250
Hémévillers 	60190
Hénonville 	60119
Herchies 	60112
Héricourt-sur-Thérain 	60380
Hermes 	60370
Hétomesnil 	60360
Hodenc-en-Bray 	60650
Hodenc-l'Evêque 	60430
Hondainville 	60250
Houdancourt 	60710
Ivors 	60141
Ivry-le-Temple 	60173
Jaméricourt 	60240
Janville 	60150
Jaulzy 	60350
Jaux 	60880
Jonquières 	60680
Jouy-sous-Thelle 	60240
Juvignies 	60112
La Chapelle-en-Serval 	60520
La Hérelle 	60120
La Houssoye 	60390
La Neuville-d'Aumont 	60790
La Neuville-en-Hez 	60510
La Neuville-Garnier 	60390
La Neuville-Saint-Pierre 	60480
La Neuville-sur-Oudeuil 	60690
La Neuville-sur-Ressons 	60490
La Neuville-Vault 	60112
La Rue-Saint-Pierre 	60510
La Villeneuve-sous-Thury 	60890
Laberlière 	60310
Laboissière-en-Thelle 	60570
Labosse 	60590
Labruyère 	60140
Lachapelle-aux-Pots 	60650
Lachapelle-Saint-Pierre 	60730
Lachapelle-sous-Gerberoy 	60380
Lachaussée-du-Bois-d'Ecu 	60480
Lachelle 	60190
Lacroix-Saint-Ouen 	60610
Lafraye 	60510
Lagny 	60310
Lagny-le-Sec 	60330
Laigneville 	60290
Lalande-en-Son 	60590
Lalandelle 	60850
Lamécourt 	60600
Lamorlaye 	60260
Laneuvilleroy 	60190
Lannoy-Cuillère 	60220
Larbroye 	60400
Lassigny 	60310
Lataule 	60490
Lattainville 	60240
Lavacquerie 	60120
Laverrière 	60210
Laversines 	60510
Lavilletertre 	60240
Le Coudray-Saint-Germer 	60850
Le Coudray-sur-Thelle 	60790
Le Crocq 	60120
Le Déluge 	60790
Le Fay-Saint-Quentin 	60510
Le Fayel 	60680
Le Frestoy-Vaux 	60420
Le Gallet 	60360
Le Hamel 	60210
Le Mesnil-Conteville 	60210
Le Mesnil-en-Thelle 	60530
Le Mesnil-Saint-Firmin 	60120
Le Mesnil-sur-Bulles 	60130
Le Mesnil-Théribus 	60240
Le Meux 	60880
Le Mont-Saint-Adrien 	60650
Le Plessier-sur-Bulles 	60130
Le Plessier-sur-Saint-Just 	60130
Le Plessis-Belleville 	60330
Le Plessis-Brion 	60150
Le Plessis-Patte-d'Oie 	60640
Le Ployron 	60420
Le Quesnel-Aubry 	60480
Le Saulchoy 	60360
Le Vaumain 	60590
Le Vauroux 	60390
Léglantiers 	60420
Les Ageux 	60700
Lévignen 	60800
Lhéraule 	60650
Liancourt 	60140
Liancourt-Saint-Pierre 	60240
Libermont 	60640
Lierville 	60240
Lieuvillers 	60130
Lihus 	60360
Litz 	60510
Loconville 	60240
Longueil-Annel 	60150
Longueil-Sainte-Marie 	60126
Lormaison 	60110
Loueuse 	60380
Luchy 	60360
Machemont 	60150
Maignelay-Montigny 	60420
Maimbeville 	60600
Maisoncelle-Saint-Pierre 	60112
Maisoncelle-Tuilerie 	60480
Marest-sur-Matz 	60490
Mareuil-la-Motte 	60490
Mareuil-sur-Ourcq 	60890
Margny-aux-Cerises 	60310
Margny-lès-Compiègne 	60280
Margny-sur-Matz 	60490
Marolles 	60890
Marquéglise 	60490
Marseille-en-Beauvaisis 	60690
Martincourt 	60112
Maucourt 	60640
Maulers 	60480
Maysel 	60660
Mélicocq 	60150
Mello 	60660
Ménévillers 	60420
Méru 	60110
Méry-la-Bataille 	60420
Milly-sur-Thérain 	60112
Mogneville 	60140
Moliens 	60220
Monceaux 	60940
Monceaux-l'Abbaye 	60220
Monchy-Humières 	60113
Monchy-Saint-Eloi 	60290
Mondescourt 	60400
Monneville 	60240
Mont-l'Evêque 	60300
Montagny-en-Vexin 	60240
Montagny-Sainte-Félicité 	60950
Montataire 	60160
Montépilloy 	60810
Montgérain 	60420
Montherlant 	60790
Montiers 	60190
Montjavoult 	60240
Montlognon 	60300
Montmacq 	60150
Montmartin 	60190
Montreuil-sur-Brêche 	60480
Montreuil-sur-Thérain 	60134
Monts 	60119
Morangles 	60530
Morienval 	60127
Morlincourt 	60400
Mortefontaine 	60128
Mortefontaine-en-Thelle 	60570
Mortemer 	60490
Morvillers 	60380
Mory-Montcrux 	60120
Mouchy-le-Châtel 	60250
Moulin-sous-Touvent 	60350
Mouy 	60250
Moyenneville 	60190
Moyvillers 	60190
Muidorge 	60480
Muirancourt 	60640
Mureaumont 	60220
Nampcel 	60400
Nanteuil-le-Haudouin 	60440
Néry 	60320
Neufchelles 	60890
Neufvy-sur-Aronde 	60190
Neuilly-en-Thelle 	60530
Neuilly-sous-Clermont 	60290
Neuville-Bosc 	60119
Nivillers 	60510
Noailles 	60430
Nogent-sur-Oise 	60180
Nointel 	60840
Noirémont 	60480
Noroy 	60130
Nourard-le-Franc 	60130
Novillers 	60730
Noyers-Saint-Martin 	60480
Noyon 	60400
Offoy 	60210
Ognes 	60440
Ognolles 	60310
Ognon 	60810
Omécourt 	60220
Ons-en-Bray 	60650
Ormoy-le-Davien 	60620
Ormoy-Villers 	60800
Oroër 	60510
Orrouy 	60129
Orry-la-Ville 	60560
Orvillers-Sorel 	60490
Oudeuil 	60860
Ourcel-Maison 	60480
Paillart 	60120
Parnes 	60240
Passel 	60400
Péroy-les-Gombries 	60440
Pierrefitte-en-Beauvaisis 	60112
Pierrefonds 	60350
Pimprez 	60170
Pisseleu 	60860
Plailly 	60128
Plainval 	60130
Plainville 	60120
Plessis-de-Roye 	60310
Ponchon 	60430
Pont-l'Evêque 	60400
Pont-Sainte-Maxence 	60700
Pontarmé 	60520
Pontoise-lès-Noyon 	60400
Pontpoint 	60700
Porcheux 	60390
Porquéricourt 	60400
Pouilly 	60790
Précy-sur-Oise 	60460
Prévillers 	60360
Pronleroy 	60190
Puiseux-en-Bray 	60850
Puiseux-le-Hauberger 	60540
Puits-la-Vallée 	60480
Quesmy 	60640
Quincampoix-Fleuzy 	60220
Quinquempoix 	60130
Rainvillers 	60155
Rantigny 	60290
Raray 	60810
Ravenel 	60130
Réez-Fosse-Martin 	60620
Reilly 	60240
Rémécourt 	60600
Rémérangles 	60510
Remy 	60190
Ressons-l'Abbaye 	60790
Ressons-sur-Matz 	60490
Rethondes 	60153
Reuil-sur-Brêche 	60480
Rhuis 	60410
Ribécourt-Dreslincourt 	60170
Ricquebourg 	60490
Rieux 	60870
Rivecourt 	60126
Roberval 	60410
Rochy-Condé 	60510
Rocquemont 	60800
Rocquencourt 	60120
Romescamps 	60220
Rosières 	60440
Rosoy 	60140
Rosoy-en-Multien 	60620
Rotangy 	60360
Rothois 	60690
Rousseloy 	60660
Rouville 	60800
Rouvillers 	60190
Rouvres-en-Multien 	60620
Rouvroy-les-Merles 	60120
Roy-Boissy 	60690
Royaucourt 	60420
Roye-sur-Matz 	60310
Rully 	60810
Russy-Bémont 	60117
Sacy-le-Grand 	60700
Sacy-le-Petit 	60190
Sains-Morainvillers 	60420
Saint-André-Farivillers 	60480
Saint-Arnoult 	60220
Saint-Aubin-en-Bray 	60650
Saint-Aubin-sous-Erquery 	60600
Saint-Crépin-aux-Bois 	60170
Saint-Crépin-Ibouvillers 	60149
Saint-Deniscourt 	60380
Saint-Etienne-Roilaye 	60350
Saint-Félix 	60370
Saint-Germain-la-Poterie 	60650
Saint-Germer-de-Fly 	60850
Saint-Jean-aux-Bois 	60350
Saint-Just-en-Chaussée 	60130
Saint-Léger-aux-Bois 	60170
Saint-Léger-en-Bray 	60155
Saint-Leu-d'Esserent 	60340
Saint-Martin-aux-Bois 	60420
Saint-Martin-le-Nœud 	60000
Saint-Martin-Longueau 	60700
Saint-Maur 	60210
Saint-Maximin 	60740
Saint-Omer-en-Chaussée 	60860
Saint-Paul 	60650
Saint-Pierre-es-Champs 	60850
Saint-Pierre-lès-Bitry 	60350
Saint-Quentin-des-Prés 	60380
Saint-Remy-en-l'Eau 	60130
Saint-Samson-la-Poterie 	60220
Saint-Sauveur 	60320
Saint-Sulpice 	60430
Saint-Thibault 	60210
Saint-Vaast-de-Longmont 	60410
Saint-Vaast-lès-Mello 	60660
Saint-Valery 	60220
Sainte-Eusoye 	60480
Sainte-Geneviève 	60730
Saintines 	60410
Salency 	60400
Sarcus 	60210
Sarnois 	60210
Savignies 	60650
Sempigny 	60400
Senantes 	60650
Senlis 	60300
Senots 	60240
Serans 	60240
Sérévillers 	60120
Sérifontaine 	60590
Sermaize 	60400
Séry-Magneval 	60800
Silly-le-Long 	60330
Silly-Tillard 	60430
Solente 	60310
Sommereux 	60210
Songeons 	60380
Sully 	60380
Suzoy 	60400
Talmontiers 	60590
Tartigny 	60120
Therdonne 	60510
Thérines 	60380
Thibivillers 	60240
Thiers-sur-Thève 	60520
Thiescourt 	60310
Thieuloy-Saint-Antoine 	60210
Thieux 	60480
Thiverny 	60160
Thourotte 	60150
Thury-en-Valois 	60890
Thury-sous-Clermont 	60250
Tillé 	60000
Tourly 	60240
Tracy-le-Mont 	60170
Tracy-le-Val 	60170
Tricot 	60420
Trie-Château 	60590
Trie-la-Ville 	60590
Troissereux 	60112
Trosly-Breuil 	60350
Troussencourt 	60120
Troussures 	60390
Trumilly 	60800
Ully-Saint-Georges 	60730
Valdampierre 	60790
Valescourt 	60130
Vandélicourt 	60490
Varesnes 	60400
Varinfroy 	60890
Vauchelles 	60400
Vauciennes 	60117
Vaudancourt 	60240
Vaumoise 	60117
Velennes 	60510
Vendeuil-Caply 	60120
Venette 	60280
Ver-sur-Launette 	60950
Verberie 	60410
Verderel-lès-Sauqueuse 	60112
Verderonne 	60140
Verneuil-en-Halatte 	60550
Versigny 	60440
Vez 	60117
Viefvillers 	60360
Vieux-Moulin 	60350
Vignemont 	60162
Ville 	60400
Villembray 	60650
Villeneuve-les-Sablons 	60175
Villeneuve-sur-Verberie 	60410
Villers-Saint-Barthélemy 	60650
Villers-Saint-Frambourg 	60810
Villers-Saint-Genest 	60620
Villers-Saint-Paul 	60870
Villers-Saint-Sépulcre 	60134
Villers-sous-Saint-Leu 	60340
Villers-sur-Auchy 	60650
Villers-sur-Bonnières 	60860
Villers-sur-Coudun 	60150
Villers-sur-Trie 	60590
Villers-Vermont 	60380
Villers-Vicomte 	60120
Villeselve 	60640
Villotran 	60390
Vineuil-Saint-Firmin 	60500
Vrocourt 	60112
Wacquemoulin 	60420
Wambez 	60380
Warluis 	60430
Wavignies 	60130
Welles-Pérennes 	60420
Somme	5727
Abbeville 	80100
Ablaincourt-Pressoir 	80320
Acheux-en-Amiénois 	80560
Acheux-en-Vimeu 	80210
Agenville 	80370
Agenvillers 	80150
Aigneville 	80210
Ailly-le-Haut-Clocher 	80690
Ailly-sur-Noye 	80250
Ailly-sur-Somme 	80470
Airaines 	80270
Aizecourt-le-Bas 	80240
Aizecourt-le-Haut 	80200
Albert 	80300
Allaines 	80200
Allenay 	80130
Allery 	80270
Allonville 	80260
Amiens 	80000
Andainville 	80140
Andechy 	80700
Argoules 	80120
Arguel 	80140
Argœuves 	80470
Armancourt 	80700
Arquèves 	80560
Arrest 	80820
Arry 	80120
Arvillers 	80910
Assainvillers 	80500
Assevillers 	80200
Athies 	80200
Aubercourt 	80110
Aubigny 	80800
Aubvillers 	80110
Auchonvillers 	80560
Ault 	80460
Aumâtre 	80140
Aumont 	80640
Autheux 	80600
Authie 	80560
Authieule 	80600
Authuille 	80300
Avelesges 	80270
Aveluy 	80300
Avesnes-Chaussoy 	80140
Ayencourt 	80500
Bacouel-sur-Selle 	80480
Bailleul 	80490
Baizieux 	80300
Balâtre 	80700
Barleux 	80200
Barly 	80600
Bavelincourt 	80260
Bayencourt 	80560
Bayonvillers 	80170
Bazentin 	80300
Béalcourt 	80370
Beaucamps-le-Jeune 	80430
Beaucamps-le-Vieux 	80430
Beauchamps 	80770
Beaucourt-en-Santerre 	80110
Beaucourt-sur-l'Ancre 	80300
Beaucourt-sur-l'Hallue 	80260
Beaufort-en-Santerre 	80170
Beaumetz 	80370
Beaumont-Hamel 	80300
Beauquesne 	80600
Beauval 	80630
Bécordel-Bécourt 	80300
Becquigny 	80500
Béhen 	80870
Béhencourt 	80260
Bellancourt 	80132
Belleuse 	80160
Belloy-en-Santerre 	80200
Belloy-Saint-Léonard 	80270
Belloy-sur-Somme 	80310
Bergicourt 	80290
Bermesnil 	80140
Bernâtre 	80370
Bernaville 	80370
Bernay-en-Ponthieu 	80120
Bernes 	80240
Berneuil 	80620
Berny-en-Santerre 	80200
Bertangles 	80260
Berteaucourt-les-Dames 	80850
Berteaucourt-lès-Thennes 	80110
Bertrancourt 	80560
Béthencourt-sur-Mer 	80130
Béthencourt-sur-Somme 	80190
Bettembos 	80290
Bettencourt-Rivière 	80270
Bettencourt-Saint-Ouen 	80610
Beuvraignes 	80700
Biaches 	80200
Biarre 	80190
Biencourt 	80140
Billancourt 	80190
Blangy-sous-Poix 	80290
Blangy-Tronville 	80440
Boisbergues 	80600
Boismont 	80230
Bonnay 	80800
Bonneville 	80670
Bosquel 	80160
Bouchavesnes-Bergen 	80200
Bouchoir 	80910
Bouchon 	80830
Boufflers 	80150
Bougainville 	80540
Bouillancourt-en-Séry 	80220
Bouillancourt-la-Bataille 	80500
Bouquemaison 	80600
Bourdon 	80310
Bourseville 	80130
Boussicourt 	80500
Bouttencourt 	80220
Bouvaincourt-sur-Bresle 	80220
Bouvincourt-en-Vermandois 	80200
Bouzincourt 	80300
Bovelles 	80540
Boves 	80440
Braches 	80110
Brailly-Cornehotte 	80150
Brassy 	80160
Bray-lès-Mareuil 	80580
Bray-sur-Somme 	80340
Breilly 	80470
Bresle 	80300
Breuil 	80400
Brévillers 	80600
Brie 	80200
Briquemesnil-Floxicourt 	80540
Brocourt 	80430
Brouchy 	80400
Brucamps 	80690
Brutelles 	80230
Buigny-l'Abbé 	80132
Buigny-lès-Gamaches 	80220
Buigny-Saint-Maclou 	80132
Buire-Courcelles 	80200
Buire-sur-l'Ancre 	80300
Bus-la-Mésière 	80700
Bus-lès-Artois 	80560
Bussu 	80200
Bussus-Bussuel 	80135
Bussy-lès-Daours 	80800
Bussy-lès-Poix 	80290
Buverchy 	80400
Cachy 	80800
Cagny 	80330
Cahon 	80132
Caix 	80170
Cambron 	80132
Camon 	80450
Camps-en-Amiénois 	80540
Canaples 	80670
Canchy 	80150
Candas 	80750
Cannessières 	80140
Cantigny 	80500
Caours 	80132
Cappy 	80340
Cardonnette 	80260
Carnoy 	80300
Carrépuis 	80700
Cartigny 	80200
Caulières 	80290
Cavillon 	80310
Cayeux-en-Santerre 	80800
Cayeux-sur-Mer 	80410
Cerisy 	80800
Cerisy-Buleux 	80140
Champien 	80700
Chaulnes 	80320
Chaussoy-Epagny 	80250
Chépy 	80210
Chilly 	80170
Chipilly 	80800
Chirmont 	80250
Chuignes 	80340
Chuignolles 	80340
Citerne 	80490
Cizancourt 	80200
Clairy-Saulchoix 	80540
Cléry-sur-Somme 	80200
Cocquerel 	80510
Coigneux 	80560
Coisy 	80260
Colincamps 	80560
Combles 	80360
Condé-Folie 	80890
Contalmaison 	80300
Contay 	80560
Conteville 	80370
Contoire 	80500
Contre 	80160
Conty 	80160
Corbie 	80800
Cottenchy 	80440
Coullemelle 	80250
Coulonvillers 	80135
Courcelette 	80300
Courcelles-au-Bois 	80560
Courcelles-sous-Moyencourt 	80290
Courcelles-sous-Thoix 	80160
Courtemanche 	80500
Cramont 	80370
Crécy-en-Ponthieu 	80150
Crémery 	80700
Cressy-Omencourt 	80190
Creuse 	80480
Croix-Moligneaux 	80400
Croixrault 	80290
Crouy-Saint-Pierre 	80310
Curchy 	80190
Curlu 	80360
Damery 	80700
Dancourt-Popincourt 	80700
Daours 	80800
Dargnies 	80570
Davenescourt 	80500
Démuin 	80110
Dernancourt 	80300
Devise 	80200
Doingt 	80200
Domart-en-Ponthieu 	80620
Domart-sur-la-Luce 	80110
Domesmont 	80370
Dominois 	80120
Domléger-Longvillers 	80370
Dommartin 	80440
Dompierre-Becquincourt 	80980
Dompierre-sur-Authie 	80150
Domqueur 	80620
Domvast 	80150
Doudelainville 	80140
Douilly 	80400
Doullens 	80600
Dreuil-lès-Amiens 	80470
Driencourt 	80240
Dromesnil 	80640
Drucat 	80132
Dury 	80480
Eaucourt-sur-Somme 	80580
Eclusier-Vaux 	80340
Embreville 	80570
Englebelmer 	80300
Ennemain 	80200
Epagne-Epagnette 	80580
Epaumesnil 	80140
Epécamps 	80370
Epehy 	80740
Epénancourt 	80190
Eplessier 	80290
Eppeville 	80400
Equancourt 	80360
Equennes-Eramecourt 	80290
Erches 	80500
Ercheu 	80400
Ercourt 	80210
Ergnies 	80690
Erondelle 	80580
Esclainvillers 	80250
Esmery-Hallon 	80400
Essertaux 	80160
Estrébœuf 	80230
Estrées-Deniécourt 	80200
Estrées-lès-Crécy 	80150
Estrées-Mons 	80200
Estrées-sur-Noye 	80250
Etalon 	80190
Etelfay 	80500
Eterpigny 	80200
Etinehem 	80340
Etréjust 	80140
Etricourt-Manancourt 	80360
Falvy 	80190
Famechon 	80290
Faverolles 	80500
Favières 	80120
Fay 	80200
Ferrières 	80470
Fescamps 	80500
Feuillères 	80200
Feuquières-en-Vimeu 	80210
Fieffes-Montrelet 	80670
Fienvillers 	80750
Fignières 	80500
Fins 	80360
Flaucourt 	80200
Flers 	80360
Flers-sur-Noye 	80160
Flesselles 	80260
Fleury 	80160
Flixecourt 	80420
Fluy 	80540
Folies 	80170
Folleville 	80250
Fonches-Fonchette 	80700
Fontaine-le-Sec 	80140
Fontaine-lès-Cappy 	80340
